date,store_id,store_city,product_id,product_name,category,units_demanded,units_sold,lost_sales_units,returns_units,stock_on_hand_end,purchase_order_qty,received_qty,unit_price_eur,supplier_unit_cost_eur,revenue_eur,promotion_flag,discount_pct,campaign_flag,holiday_flag,holiday_name,is_weekend,day_of_week,temperature_c,rainfall_mm,competitor_price_eur,lead_time_days,actual_delivery_delay_days,ordering_cost_eur,holding_cost_per_unit_year_eur,service_level_target,price_change_flag,anomaly_flag,anomaly_type
2024-08-10,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,298,0,20,1.91,0.98,43.93,0,0,0,0,,1,Saturday,20.8,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2024-08-11,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,24,24,0,0,274,0,0,1.89,0.98,45.36,0,0,1,0,,1,Sunday,22.7,0.0,1.96,5,0,20.00,0.20,0.97,0,0,
2024-08-12,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,15,15,0,0,259,0,0,1.88,0.98,28.20,0,0,0,0,,0,Monday,17.3,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2024-08-13,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,16,16,0,0,243,0,0,1.87,0.98,29.92,0,0,0,0,,0,Tuesday,21.2,0.0,1.96,5,0,20.00,0.20,0.97,0,0,
2024-08-14,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,222,0,0,1.88,0.98,39.48,0,0,0,0,,0,Wednesday,25.2,0.0,2.01,5,0,20.00,0.20,0.97,0,0,
2024-08-15,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,17,17,0,1,206,170,0,1.89,0.98,32.13,0,0,0,0,,0,Thursday,25.6,0.0,1.86,5,0,20.00,0.20,0.97,0,0,
2024-08-16,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,184,50,0,1.89,0.98,41.58,0,0,0,0,,0,Friday,19.2,0.0,1.84,5,1,20.00,0.20,0.97,0,0,
2024-08-17,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,163,20,0,1.89,0.98,39.69,0,0,0,0,,1,Saturday,19.7,0.0,2.05,5,0,20.00,0.20,0.97,0,0,
2024-08-18,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,137,20,0,1.90,0.98,49.40,0,0,0,0,,1,Sunday,19.7,0.0,1.86,5,1,20.00,0.20,0.97,0,0,
2024-08-19,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,16,16,0,0,121,20,0,1.88,0.98,30.08,0,0,0,0,,0,Monday,18.8,0.0,1.83,5,2,20.00,0.20,0.97,0,0,
2024-08-20,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,17,17,0,0,274,0,170,1.89,0.98,32.13,0,0,0,0,,0,Tuesday,17.7,0.0,1.95,5,0,20.00,0.20,0.97,0,0,
2024-08-21,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,256,0,0,1.89,0.98,34.02,0,0,0,0,,0,Wednesday,19.6,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2024-08-22,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,307,0,70,1.89,0.98,35.91,0,0,0,0,,0,Thursday,17.7,0.0,2.03,5,0,20.00,0.20,0.97,0,0,
2024-08-23,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,288,0,0,1.89,0.98,35.91,0,0,0,0,,0,Friday,21.1,0.0,1.98,5,0,20.00,0.20,0.97,0,0,
2024-08-24,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,285,0,20,1.91,0.98,43.93,0,0,0,0,,1,Saturday,22.5,0.0,1.99,5,0,20.00,0.20,0.97,0,0,
2024-08-25,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,260,0,0,1.90,0.98,47.50,0,0,0,0,,1,Sunday,23.1,0.0,1.86,5,0,20.00,0.20,0.97,0,0,
2024-08-26,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,261,0,20,1.88,0.98,35.72,0,0,0,0,,0,Monday,20.7,0.0,1.88,5,0,20.00,0.20,0.97,0,0,
2024-08-27,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,243,0,0,1.89,0.98,34.02,0,0,0,0,,0,Tuesday,23.6,0.0,1.98,5,0,20.00,0.20,0.97,0,0,
2024-08-28,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,223,0,0,1.87,0.98,37.40,0,0,0,0,,0,Wednesday,18.1,7.0,1.89,5,0,20.00,0.20,0.97,0,0,
2024-08-29,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,204,200,0,1.88,0.98,35.72,0,0,0,0,,0,Thursday,25.9,9.2,1.88,5,5,20.00,0.20,0.97,0,0,
2024-08-30,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,174,30,0,1.79,0.98,53.70,1,5,0,0,,0,Friday,22.7,0.0,2.03,5,0,20.00,0.20,0.97,0,0,
2024-08-31,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,151,20,0,1.90,0.98,43.70,0,0,0,0,,1,Saturday,17.2,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2024-09-01,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,38,38,0,0,113,30,0,1.43,0.98,54.34,1,25,0,0,,1,Sunday,20.1,0.0,1.77,5,0,20.00,0.20,0.97,0,0,
2024-09-02,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,93,30,0,1.89,0.98,37.80,0,0,0,0,,0,Monday,18.8,3.7,1.85,5,0,20.00,0.20,0.97,0,0,
2024-09-03,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,17,17,0,0,76,20,0,1.88,0.98,31.96,0,0,0,0,,0,Tuesday,20.3,5.5,1.79,5,2,20.00,0.20,0.97,0,0,
2024-09-04,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,86,20,30,1.88,0.99,37.60,0,0,0,0,,0,Wednesday,23.9,0.0,1.89,5,0,20.00,0.20,0.97,0,0,
2024-09-05,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,87,10,20,1.89,0.99,35.91,0,0,0,0,,0,Thursday,18.8,0.0,1.95,5,0,20.00,0.20,0.97,0,0,
2024-09-06,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,24,24,0,1,94,30,30,1.91,0.99,45.84,0,0,0,0,,0,Friday,20.7,0.0,2.03,5,1,20.00,0.20,0.97,0,0,
2024-09-07,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,99,30,30,1.88,0.99,47.00,0,0,0,0,,1,Saturday,17.6,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2024-09-08,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,278,0,200,1.87,0.99,39.27,0,0,0,0,,1,Sunday,21.0,0.0,1.92,5,0,20.00,0.20,0.97,0,0,
2024-09-09,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,17,17,0,0,281,0,20,1.90,0.99,32.30,0,0,0,0,,0,Monday,22.6,0.0,1.77,5,0,20.00,0.20,0.97,0,0,
2024-09-10,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,292,0,30,1.88,0.99,35.72,0,0,0,0,,0,Tuesday,23.6,0.0,2.01,5,0,20.00,0.20,0.97,0,0,
2024-09-11,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,274,0,0,1.89,0.99,34.02,0,0,0,0,,0,Wednesday,18.8,0.0,1.91,5,0,20.00,0.20,0.97,0,0,
2024-09-12,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,313,0,60,1.89,0.99,39.69,0,0,1,0,,0,Thursday,14.3,0.0,1.86,5,0,20.00,0.20,0.97,0,0,
2024-09-13,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,292,0,0,1.88,0.99,39.48,0,0,0,0,,0,Friday,16.8,0.0,1.91,5,0,20.00,0.20,0.97,0,0,
2024-09-14,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,264,0,0,1.89,0.99,52.92,0,0,0,0,,1,Saturday,18.4,0.0,1.88,5,0,20.00,0.20,0.97,0,0,
2024-09-15,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,242,0,0,1.89,0.99,41.58,0,0,1,0,,1,Sunday,17.8,0.0,1.87,5,0,20.00,0.20,0.97,0,0,
2024-09-16,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,222,0,0,1.89,0.99,37.80,0,0,0,0,,0,Monday,17.2,0.7,1.91,5,0,20.00,0.20,0.97,0,0,
2024-09-17,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,193,170,0,1.61,0.99,46.69,1,15,0,0,,0,Tuesday,17.1,0.0,1.92,5,0,20.00,0.20,0.97,0,0,
2024-09-18,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,25,25,0,1,169,50,0,1.87,0.99,46.75,0,0,0,0,,0,Wednesday,15.2,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
2024-09-19,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,1,149,30,0,1.90,0.99,39.90,0,0,0,0,,0,Thursday,13.7,0.0,1.81,5,0,20.00,0.20,0.97,0,0,
2024-09-20,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,126,20,0,1.90,0.99,43.70,0,0,0,0,,0,Friday,17.9,0.0,1.80,5,2,20.00,0.20,0.97,0,0,
2024-09-21,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,100,40,0,1.90,0.99,49.40,0,0,0,0,,1,Saturday,13.8,0.0,1.90,5,1,20.00,0.20,0.97,0,0,
2024-09-22,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,249,0,170,1.90,0.99,39.90,0,0,0,0,,1,Sunday,14.2,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2024-09-23,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,279,0,50,1.90,0.99,38.00,0,0,0,0,,0,Monday,14.0,0.0,1.80,5,0,20.00,0.20,0.97,0,0,
2024-09-24,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,288,0,30,1.89,0.99,39.69,0,0,0,0,,0,Tuesday,17.6,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
2024-09-25,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,1,271,0,0,1.89,0.99,34.02,0,0,0,0,,0,Wednesday,18.5,4.1,1.77,5,0,20.00,0.20,0.97,0,0,
2024-09-26,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,253,0,0,1.89,0.99,34.02,0,0,0,0,,0,Thursday,16.5,0.0,2.06,5,0,20.00,0.20,0.97,0,0,
2024-09-27,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,291,0,60,1.89,0.99,41.58,0,0,0,0,,0,Friday,15.9,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2024-09-28,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,270,0,0,1.89,0.99,39.69,0,0,0,0,,1,Saturday,20.0,6.9,2.00,5,0,20.00,0.20,0.97,0,0,
2024-09-29,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,247,0,0,1.89,0.99,43.47,0,0,0,0,,1,Sunday,17.9,0.0,2.04,5,0,20.00,0.20,0.97,0,0,
2024-09-30,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,17,17,0,0,230,0,0,1.90,0.99,32.30,0,0,0,0,,0,Monday,17.7,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2024-10-01,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,16,16,0,0,214,170,0,1.89,0.99,30.24,0,0,0,0,,0,Tuesday,16.1,0.0,2.04,5,0,20.00,0.20,0.97,0,0,
2024-10-02,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,193,40,0,1.90,0.99,39.90,0,0,0,0,,0,Wednesday,17.3,0.0,2.02,5,0,20.00,0.20,0.97,0,0,
2024-10-03,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,166,30,0,1.70,0.99,45.90,1,10,0,0,,0,Thursday,12.8,0.0,1.91,5,0,20.00,0.20,0.97,0,0,
2024-10-04,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,148,10,0,1.90,0.99,34.20,0,0,0,0,,0,Friday,15.4,0.0,1.90,5,1,20.00,0.20,0.97,0,0,
2024-10-05,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,26,26,0,1,123,30,0,1.89,0.99,49.14,0,0,0,0,,1,Saturday,16.8,0.0,1.81,5,0,20.00,0.20,0.97,0,0,
2024-10-06,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,273,0,170,1.90,0.99,38.00,0,0,0,0,,1,Sunday,14.6,3.2,1.98,5,0,20.00,0.20,0.97,0,0,
2024-10-07,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,295,0,40,1.89,0.99,34.02,0,0,0,0,,0,Monday,11.0,0.0,1.79,5,0,20.00,0.20,0.97,0,0,
2024-10-08,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,303,0,30,1.87,0.99,41.14,0,0,0,0,,0,Tuesday,12.9,18.5,2.00,5,0,20.00,0.20,0.97,0,0,
2024-10-09,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,284,0,0,1.89,0.99,35.91,0,0,0,0,,0,Wednesday,14.4,4.3,1.92,5,0,20.00,0.20,0.97,0,0,
2024-10-10,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,305,0,40,1.91,0.99,36.29,0,0,0,0,,0,Thursday,14.0,9.9,1.84,5,0,20.00,0.20,0.97,0,0,
2024-10-11,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,282,0,0,1.89,0.99,43.47,0,0,0,0,,0,Friday,10.3,0.2,1.77,5,0,20.00,0.20,0.97,0,0,
2024-10-12,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,255,0,0,1.87,0.99,50.49,0,0,0,0,,1,Saturday,14.7,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2024-10-13,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,236,0,0,1.92,0.99,36.48,0,0,0,0,,1,Sunday,12.6,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2024-10-14,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,218,0,0,1.90,0.99,34.20,0,0,0,0,,0,Monday,12.2,1.3,1.78,5,0,20.00,0.20,0.97,0,0,
2024-10-15,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,17,17,0,0,201,180,0,1.92,0.99,32.64,0,0,0,0,,0,Tuesday,12.4,0.0,1.80,5,0,20.00,0.20,0.97,0,0,
2024-10-16,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,181,40,0,1.91,0.99,38.20,0,0,0,0,,0,Wednesday,8.3,0.0,1.79,5,6,20.00,0.20,0.97,0,0,
2024-10-17,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,162,20,0,1.89,0.99,35.91,0,0,0,0,,0,Thursday,14.3,0.0,1.79,5,1,20.00,0.20,0.97,0,0,
2024-10-18,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,140,30,0,1.89,0.99,41.58,0,0,0,0,,0,Friday,12.4,6.6,1.79,5,0,20.00,0.20,0.97,0,0,
2024-10-19,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,118,20,0,1.89,0.99,41.58,0,0,0,0,,1,Saturday,14.6,2.7,1.98,5,1,20.00,0.20,0.97,0,0,
2024-10-20,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,18,18,0,0,280,0,180,1.90,0.99,34.20,0,0,0,0,,1,Sunday,12.3,0.0,2.05,5,0,20.00,0.20,0.97,0,0,
2024-10-21,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,261,0,0,1.93,0.99,36.67,0,0,0,0,,0,Monday,9.4,10.1,1.99,5,0,20.00,0.20,0.97,0,0,
2024-10-22,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,15,15,0,0,246,0,0,1.89,0.99,28.35,0,0,0,0,,0,Tuesday,12.9,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2024-10-23,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,19,19,0,0,277,0,50,1.90,0.99,36.10,0,0,0,0,,0,Wednesday,9.9,0.0,1.85,5,0,20.00,0.20,0.97,0,0,
2024-10-24,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,255,0,0,1.89,0.99,41.58,0,0,0,0,,0,Thursday,14.3,5.9,1.99,5,0,20.00,0.20,0.97,0,0,
2024-10-25,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,254,0,20,1.90,0.99,39.90,0,0,0,0,,0,Friday,5.8,1.9,1.80,5,0,20.00,0.20,0.97,0,0,
2024-10-26,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,231,0,0,1.91,0.99,43.93,0,0,0,0,,1,Saturday,9.3,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
2024-10-27,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,249,0,40,1.91,0.99,42.02,0,0,0,0,,1,Sunday,12.9,9.1,2.07,5,0,20.00,0.20,0.97,0,0,
2024-10-28,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,16,16,0,0,233,0,0,1.87,0.99,29.92,0,0,0,0,,0,Monday,1.0,0.0,1.81,5,0,20.00,0.20,0.97,0,0,
2024-10-29,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,17,17,0,0,216,0,0,1.91,0.99,32.47,0,0,0,0,,0,Tuesday,6.6,0.0,2.06,5,0,20.00,0.20,0.97,0,0,
2024-10-30,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,196,180,0,1.90,0.99,38.00,0,0,0,0,,0,Wednesday,10.5,0.0,2.04,5,0,20.00,0.20,0.97,0,0,
2024-10-31,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,20,20,0,0,176,40,0,1.89,0.99,37.80,0,0,0,0,,0,Thursday,8.9,0.0,1.91,5,0,20.00,0.20,0.97,0,0,
2024-11-01,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,149,30,0,1.89,0.99,51.03,0,0,0,0,,0,Friday,8.0,9.4,1.87,5,0,20.00,0.20,0.97,0,0,
2024-11-02,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,36,36,0,0,113,40,0,1.90,0.99,68.40,0,0,0,0,,1,Saturday,8.0,0.0,2.03,5,0,20.00,0.20,0.97,0,0,
2024-11-03,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,34,34,0,1,80,30,0,1.90,0.99,64.60,0,0,0,0,,1,Sunday,10.2,0.0,1.93,5,2,20.00,0.20,0.97,0,0,
2024-11-04,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,234,0,180,1.88,0.99,48.88,0,0,0,0,,0,Monday,10.3,0.0,2.02,5,0,20.00,0.20,0.97,0,0,
2024-11-05,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,247,0,40,1.85,0.99,49.95,0,0,0,0,,0,Tuesday,8.1,9.0,1.96,5,0,20.00,0.20,0.97,1,0,
2024-11-06,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,251,0,30,1.91,0.99,49.66,0,0,0,0,,0,Wednesday,6.0,0.0,1.82,5,0,20.00,0.20,0.97,0,0,
2024-11-07,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,266,0,40,1.87,0.99,46.75,0,0,0,0,,0,Thursday,5.6,0.0,1.77,5,0,20.00,0.20,0.97,0,0,
2024-11-08,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,238,0,0,1.91,0.99,53.48,0,0,0,0,,0,Friday,8.5,1.8,2.06,5,0,20.00,0.20,0.97,0,0,
2024-11-09,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,209,160,0,1.90,0.99,55.10,0,0,0,0,,1,Saturday,11.1,0.0,1.98,5,0,20.00,0.20,0.97,0,0,
2024-11-10,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,206,40,30,1.89,0.99,62.37,0,0,0,0,,1,Sunday,8.1,5.8,1.83,5,0,20.00,0.20,0.97,0,0,
2024-11-11,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,36,36,0,0,170,30,0,1.71,0.99,61.56,1,10,0,0,,0,Monday,11.8,0.0,1.81,5,2,20.00,0.20,0.97,0,0,
2024-11-12,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,147,20,0,1.90,0.99,43.70,0,0,0,0,,0,Tuesday,7.6,3.3,1.86,5,1,20.00,0.20,0.97,0,0,
2024-11-13,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,126,30,0,1.89,0.99,39.69,0,0,0,0,,0,Wednesday,9.5,3.2,1.98,5,1,20.00,0.20,0.97,0,0,
2024-11-14,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,259,0,160,1.91,0.99,51.57,0,0,0,0,,0,Thursday,8.2,0.0,2.01,5,0,20.00,0.20,0.97,0,0,
2024-11-15,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,273,0,40,1.91,0.99,49.66,0,0,0,0,,0,Friday,6.2,6.7,1.80,5,0,20.00,0.20,0.97,0,0,
2024-11-16,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,38,38,0,0,235,0,0,1.90,0.99,72.20,0,0,0,0,,1,Saturday,6.9,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2024-11-17,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,31,31,0,0,204,90,0,1.90,0.99,58.90,0,0,0,0,,1,Sunday,10.5,0.0,2.00,5,1,20.00,0.20,0.97,0,0,
2024-11-18,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,231,0,50,1.89,0.99,43.47,0,0,0,0,,0,Monday,0.4,0.0,1.84,5,0,20.00,0.20,0.97,0,0,
2024-11-19,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,28,28,0,1,234,0,30,1.90,0.99,53.20,0,0,0,0,,0,Tuesday,10.4,16.6,1.91,5,0,20.00,0.20,0.97,0,0,
2024-11-20,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,205,100,0,1.90,0.99,55.10,0,0,0,0,,0,Wednesday,5.8,3.4,2.00,5,0,20.00,0.20,0.97,0,0,
2024-11-21,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,176,40,0,1.90,0.99,55.10,0,0,0,0,,0,Thursday,7.7,4.5,2.07,5,0,20.00,0.20,0.97,0,0,
2024-11-22,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,148,30,0,1.87,0.99,52.36,0,0,0,0,,0,Friday,5.1,11.8,1.92,5,2,20.00,0.20,0.97,0,0,
2024-11-23,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,201,30,90,1.89,0.99,69.93,0,0,0,0,,1,Saturday,4.3,0.0,2.07,5,0,20.00,0.20,0.97,0,0,
2024-11-24,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,174,30,0,1.90,0.99,51.30,0,0,0,0,,1,Sunday,2.9,5.7,1.95,5,2,20.00,0.20,0.97,0,0,
2024-11-25,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,251,0,100,1.90,0.99,43.70,0,0,0,0,,0,Monday,3.7,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2024-11-26,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,266,0,40,1.91,0.99,47.75,0,0,0,0,,0,Tuesday,8.8,12.0,1.95,5,0,20.00,0.20,0.97,0,0,
2024-11-27,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,241,0,0,1.89,0.99,47.25,0,0,0,0,,0,Wednesday,2.7,0.0,2.02,5,0,20.00,0.20,0.97,0,0,
2024-11-28,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,246,0,30,1.89,0.99,47.25,0,0,0,0,,0,Thursday,6.0,4.3,1.98,5,0,20.00,0.20,0.97,0,0,
2024-11-29,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,247,0,30,1.91,0.99,55.39,0,0,0,0,,0,Friday,1.0,0.0,1.90,5,0,20.00,0.20,0.97,0,0,
2024-11-30,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,214,150,0,1.91,0.99,63.03,0,0,0,0,,1,Saturday,0.6,5.1,2.04,5,1,20.00,0.20,0.97,0,0,
2024-12-01,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,31,31,0,0,213,40,30,1.90,0.99,58.90,0,0,0,0,,1,Sunday,4.8,1.4,2.00,5,0,20.00,0.20,0.97,0,0,
2024-12-02,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,184,30,0,1.88,0.99,54.52,0,0,0,0,,0,Monday,9.4,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2024-12-03,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,155,30,0,1.91,0.99,55.39,0,0,0,0,,0,Tuesday,4.4,3.3,1.77,5,0,20.00,0.20,0.97,0,0,
2024-12-04,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,133,20,0,1.91,0.99,42.02,0,0,0,0,,0,Wednesday,10.5,3.8,1.95,5,1,20.00,0.20,0.97,0,0,
2024-12-05,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,106,30,0,1.90,0.99,51.30,0,0,0,0,,0,Thursday,3.2,7.8,1.81,5,2,20.00,0.20,0.97,0,0,
2024-12-06,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,31,31,0,0,265,0,190,1.91,0.99,59.21,0,0,1,0,,0,Friday,3.9,0.0,2.01,5,0,20.00,0.20,0.97,0,0,
2024-12-07,STORE02,Nikšić,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,258,0,30,1.91,0.99,70.67,0,0,0,0,,1,Saturday,6.6,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
